loss,status,keep_last_percent,navg,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf
0.53435,ok,45.0,340.0,350.0,,0.5,28.0,13.0
0.5255000000000001,ok,60.0,300.0,200.0,10.0,0.5,32.0,20.0
0.5264,ok,40.0,320.0,300.0,15.0,0.5,50.0,14.0
0.53735,ok,70.0,360.0,400.0,30.0,log2,14.0,16.0
0.52335,ok,55.0,280.0,350.0,10.0,0.5,42.0,19.0
0.5307,ok,30.0,340.0,250.0,15.0,auto,16.0,18.0
0.5253000000000001,ok,75.0,300.0,300.0,10.0,0.5,34.0,15.0
0.54535,ok,85.0,380.0,450.0,20.0,sqrt,30.0,12.0
0.5197,ok,50.0,380.0,250.0,10.0,0.5,38.0,17.0
1000000.0,ok,40.0,320.0,350.0,,,26.0,14.0
0.5224,ok,65.0,360.0,400.0,15.0,0.5,44.0,15.0
0.52935,ok,35.0,340.0,300.0,30.0,0.5,22.0,11.0
0.52735,ok,45.0,360.0,250.0,10.0,0.5,48.0,19.0
0.52735,ok,60.0,280.0,150.0,25.0,log2,40.0,13.0
0.52015,ok,30.0,260.0,350.0,15.0,0.5,42.0,17.0
0.52015,ok,55.0,400.0,300.0,10.0,auto,28.0,18.0
0.5318,ok,90.0,320.0,200.0,20.0,0.5,46.0,17.0
0.537,ok,50.0,220.0,400.0,25.0,sqrt,32.0,16.0
0.5166999999999999,ok,40.0,380.0,350.0,10.0,0.5,36.0,13.0
1000000.0,ok,35.0,320.0,100.0,,,38.0,8.0
0.5239,ok,70.0,340.0,300.0,15.0,0.5,44.0,15.0
0.5323,ok,45.0,120.0,250.0,25.0,0.5,2.0,9.0
0.5302,ok,50.0,240.0,300.0,30.0,0.5,20.0,20.0
0.53755,ok,55.0,360.0,350.0,10.0,log2,34.0,18.0
0.5254,ok,60.0,300.0,300.0,25.0,0.5,50.0,14.0
0.53605,ok,25.0,400.0,450.0,15.0,auto,22.0,16.0
0.5253,ok,65.0,280.0,400.0,10.0,0.5,48.0,19.0
0.53345,ok,30.0,260.0,250.0,25.0,sqrt,40.0,15.0
0.5284500000000001,ok,80.0,340.0,300.0,20.0,0.5,42.0,16.0
1000000.0,ok,40.0,380.0,200.0,10.0,,14.0,7.0
0.5214000000000001,ok,60.0,360.0,350.0,25.0,0.5,30.0,18.0
0.52745,ok,35.0,300.0,500.0,,0.5,24.0,14.0
0.52675,ok,45.0,320.0,250.0,15.0,0.5,36.0,12.0
0.5321,ok,50.0,380.0,300.0,30.0,log2,26.0,17.0
0.52645,ok,75.0,400.0,150.0,10.0,0.5,34.0,11.0
0.5212000000000001,ok,55.0,360.0,350.0,25.0,auto,28.0,20.0
0.5212000000000001,ok,30.0,340.0,250.0,15.0,0.5,18.0,16.0
0.5439,ok,70.0,300.0,350.0,10.0,sqrt,32.0,13.0
0.5303,ok,65.0,200.0,400.0,25.0,0.5,44.0,19.0
1000000.0,ok,35.0,260.0,300.0,20.0,,40.0,15.0
0.5144500000000001,ok,45.0,20.0,350.0,10.0,0.5,42.0,17.0
0.5165,ok,40.0,320.0,250.0,25.0,0.5,48.0,17.0
0.5266,ok,80.0,180.0,300.0,,0.5,46.0,18.0
0.5268,ok,40.0,240.0,200.0,15.0,log2,8.0,16.0
0.5266,ok,20.0,280.0,50.0,30.0,0.5,38.0,10.0
0.53015,ok,25.0,400.0,350.0,10.0,auto,38.0,14.0
0.522,ok,45.0,60.0,450.0,10.0,0.5,46.0,20.0
0.51905,ok,25.0,40.0,300.0,10.0,0.5,42.0,17.0
1000000.0,ok,30.0,0.0,400.0,10.0,0.5,50.0,19.0
0.5392,ok,35.0,160.0,400.0,10.0,sqrt,48.0,20.0
1000000.0,ok,40.0,20.0,350.0,10.0,,44.0,16.0
0.5191,ok,45.0,200.0,250.0,10.0,0.5,40.0,18.0
1000000.0,ok,25.0,60.0,300.0,10.0,0.5,44.0,15.0
0.52335,ok,35.0,40.0,450.0,10.0,0.5,50.0,19.0
0.5426,ok,50.0,100.0,400.0,10.0,log2,48.0,20.0
0.52165,ok,40.0,140.0,400.0,10.0,0.5,46.0,19.0
0.5416,ok,30.0,180.0,350.0,10.0,auto,42.0,18.0
0.53325,ok,45.0,120.0,400.0,10.0,0.5,44.0,17.0
0.5362500000000001,ok,35.0,140.0,250.0,10.0,sqrt,42.0,12.0
0.5371,ok,50.0,80.0,200.0,10.0,0.5,40.0,14.0
1000000.0,ok,20.0,220.0,300.0,10.0,,38.0,13.0
0.5309,ok,45.0,80.0,350.0,10.0,0.5,42.0,15.0
1000000.0,ok,40.0,0.0,450.0,10.0,0.5,12.0,18.0
0.51835,ok,30.0,240.0,400.0,10.0,0.5,46.0,18.0
0.53705,ok,35.0,20.0,350.0,10.0,log2,50.0,17.0
0.526,ok,50.0,280.0,500.0,15.0,0.5,16.0,16.0
0.5324500000000001,ok,55.0,20.0,350.0,10.0,0.5,48.0,19.0
0.53955,ok,45.0,160.0,300.0,20.0,auto,36.0,16.0
0.53225,ok,40.0,200.0,250.0,10.0,sqrt,40.0,15.0
1000000.0,ok,30.0,0.0,300.0,15.0,0.5,36.0,11.0
0.52415,ok,60.0,380.0,350.0,25.0,0.5,40.0,17.0
0.5276,ok,55.0,340.0,350.0,25.0,0.5,44.0,17.0
0.52275,ok,50.0,360.0,300.0,25.0,0.5,46.0,16.0
0.5378000000000001,ok,60.0,100.0,350.0,,0.5,38.0,16.0
0.5217499999999999,ok,55.0,380.0,300.0,30.0,0.5,42.0,17.0
0.5210999999999999,ok,45.0,320.0,350.0,10.0,0.5,44.0,15.0
0.5210999999999999,ok,50.0,360.0,300.0,25.0,0.5,36.0,17.0
0.5236000000000001,ok,65.0,340.0,350.0,15.0,0.5,34.0,18.0
0.5224,ok,55.0,300.0,300.0,10.0,0.5,42.0,16.0
0.51595,ok,50.0,400.0,350.0,25.0,0.5,46.0,15.0
0.51385,ok,45.0,380.0,300.0,20.0,0.5,40.0,18.0
0.5246999999999999,ok,40.0,340.0,300.0,10.0,0.5,44.0,14.0
0.5243,ok,60.0,320.0,350.0,25.0,0.5,38.0,17.0
0.52405,ok,35.0,360.0,300.0,,0.5,48.0,17.0
0.52315,ok,45.0,400.0,350.0,20.0,0.5,50.0,19.0
0.5235000000000001,ok,40.0,380.0,300.0,20.0,0.5,46.0,20.0
0.5102,ok,45.0,40.0,250.0,20.0,0.5,40.0,18.0
0.51845,ok,40.0,300.0,300.0,20.0,0.5,48.0,18.0
0.5204,ok,35.0,400.0,250.0,20.0,0.5,42.0,20.0
0.51635,ok,45.0,380.0,250.0,20.0,0.5,38.0,16.0
0.51955,ok,40.0,340.0,350.0,20.0,0.5,46.0,18.0
0.53035,ok,45.0,40.0,200.0,20.0,0.5,40.0,19.0
0.5191,ok,35.0,40.0,250.0,20.0,0.5,44.0,19.0
1000000.0,ok,45.0,60.0,250.0,20.0,,42.0,20.0
0.5243,ok,30.0,20.0,200.0,20.0,0.5,44.0,18.0
0.52015,ok,35.0,40.0,250.0,20.0,0.5,50.0,20.0
1000000.0,ok,40.0,0.0,250.0,20.0,0.5,42.0,19.0
0.54325,ok,40.0,20.0,250.0,20.0,log2,40.0,18.0
0.5319499999999999,ok,45.0,80.0,150.0,20.0,0.5,40.0,19.0
0.5373,ok,50.0,40.0,250.0,20.0,auto,44.0,20.0
0.53225,ok,35.0,20.0,200.0,20.0,0.5,46.0,18.0
1000000.0,ok,30.0,0.0,200.0,20.0,sqrt,40.0,19.0
0.5258,ok,45.0,80.0,250.0,20.0,0.5,38.0,20.0
1000000.0,ok,40.0,60.0,300.0,20.0,,48.0,17.0
1000000.0,ok,35.0,0.0,200.0,20.0,0.5,46.0,18.0
0.5163,ok,25.0,100.0,250.0,20.0,0.5,42.0,17.0
1000000.0,ok,50.0,0.0,300.0,20.0,0.5,44.0,18.0
0.53335,ok,45.0,20.0,300.0,20.0,0.5,36.0,19.0
0.54165,ok,40.0,60.0,250.0,20.0,log2,50.0,2.0
0.5364500000000001,ok,50.0,40.0,300.0,20.0,auto,38.0,16.0
0.52755,ok,40.0,120.0,250.0,20.0,0.5,40.0,19.0
0.52985,ok,30.0,140.0,200.0,20.0,0.5,44.0,17.0
0.54515,ok,45.0,180.0,300.0,20.0,sqrt,42.0,18.0
0.5283,ok,35.0,80.0,300.0,20.0,0.5,36.0,20.0
1000000.0,ok,50.0,60.0,250.0,20.0,,46.0,16.0
0.537,ok,30.0,20.0,300.0,20.0,0.5,48.0,18.0
1000000.0,ok,40.0,0.0,250.0,20.0,0.5,42.0,17.0
0.5299,ok,35.0,40.0,300.0,20.0,0.5,40.0,20.0
0.53235,ok,45.0,100.0,150.0,20.0,0.5,38.0,19.0
1000000.0,ok,40.0,0.0,100.0,20.0,log2,46.0,17.0
0.5238,ok,25.0,220.0,300.0,15.0,auto,48.0,15.0
0.52615,ok,50.0,20.0,250.0,10.0,0.5,44.0,16.0
0.5219,ok,35.0,40.0,300.0,30.0,0.5,40.0,18.0
0.54355,ok,55.0,60.0,250.0,20.0,sqrt,50.0,19.0
0.5439499999999999,ok,50.0,120.0,300.0,10.0,0.5,36.0,3.0
1000000.0,ok,30.0,160.0,250.0,15.0,,38.0,17.0
0.52515,ok,45.0,80.0,200.0,10.0,0.5,42.0,1.0
0.5287,ok,40.0,220.0,350.0,20.0,0.5,46.0,16.0
0.5287,ok,45.0,140.0,300.0,10.0,0.5,6.0,19.0
0.5287,ok,55.0,180.0,250.0,15.0,0.5,34.0,15.0
1000000.0,ok,35.0,0.0,300.0,,log2,44.0,18.0
0.5506500000000001,ok,25.0,40.0,350.0,10.0,auto,40.0,17.0
0.52605,ok,40.0,100.0,300.0,20.0,0.5,42.0,20.0
0.5301,ok,30.0,20.0,250.0,30.0,0.5,48.0,16.0
0.5421,ok,20.0,80.0,350.0,10.0,sqrt,36.0,14.0
0.53335,ok,50.0,160.0,200.0,20.0,0.5,38.0,18.0
0.52645,ok,35.0,60.0,300.0,15.0,0.5,34.0,17.0
0.5218,ok,45.0,20.0,250.0,10.0,0.5,44.0,20.0
1000000.0,ok,50.0,200.0,150.0,20.0,,46.0,15.0
0.5154000000000001,ok,40.0,260.0,300.0,10.0,0.5,40.0,19.0
0.5231,ok,55.0,240.0,350.0,15.0,0.5,50.0,18.0
0.5334,ok,45.0,180.0,300.0,,log2,48.0,16.0
0.5264,ok,30.0,240.0,200.0,10.0,0.5,42.0,7.0
0.53655,ok,40.0,220.0,250.0,20.0,auto,42.0,17.0
0.5298499999999999,ok,45.0,120.0,300.0,30.0,0.5,44.0,18.0
1000000.0,ok,35.0,0.0,350.0,10.0,sqrt,38.0,16.0
0.5321499999999999,ok,50.0,60.0,250.0,20.0,0.5,46.0,15.0
0.5282,ok,35.0,20.0,200.0,15.0,0.5,40.0,14.0
1000000.0,ok,25.0,40.0,350.0,10.0,,48.0,6.0
0.5283500000000001,ok,55.0,260.0,300.0,20.0,0.5,36.0,20.0
0.5226,ok,50.0,100.0,250.0,10.0,0.5,42.0,17.0
0.5133,ok,40.0,280.0,300.0,,0.5,44.0,19.0
1000000.0,ok,45.0,0.0,350.0,15.0,log2,50.0,17.0
0.52465,ok,30.0,200.0,300.0,10.0,0.5,40.0,16.0
0.5378499999999999,ok,35.0,140.0,250.0,20.0,auto,38.0,20.0
0.5279,ok,45.0,80.0,350.0,30.0,0.5,34.0,18.0
0.5462,ok,40.0,40.0,400.0,10.0,sqrt,46.0,15.0
0.5167999999999999,ok,20.0,280.0,250.0,,0.5,44.0,19.0
0.5175000000000001,ok,25.0,280.0,250.0,,0.5,48.0,19.0
1000000.0,ok,30.0,260.0,200.0,,,50.0,19.0
0.52115,ok,35.0,260.0,200.0,,0.5,46.0,20.0
0.5171999999999999,ok,40.0,300.0,300.0,,0.5,50.0,19.0
1000000.0,ok,15.0,280.0,250.0,,0.5,44.0,20.0
0.5256000000000001,ok,30.0,300.0,300.0,,0.5,48.0,20.0
0.5256000000000001,ok,20.0,240.0,250.0,,log2,44.0,9.0
0.5277000000000001,ok,35.0,220.0,300.0,,auto,50.0,18.0
0.5177,ok,40.0,280.0,200.0,,0.5,46.0,19.0
0.5366500000000001,ok,25.0,320.0,250.0,,sqrt,32.0,18.0
0.5367999999999999,ok,40.0,240.0,300.0,,0.5,40.0,4.0
0.52205,ok,30.0,260.0,300.0,,0.5,42.0,8.0
1000000.0,ok,45.0,300.0,250.0,,,36.0,20.0
0.51825,ok,35.0,280.0,300.0,,0.5,44.0,19.0
0.51825,ok,55.0,300.0,250.0,,0.5,38.0,20.0
0.52245,ok,50.0,260.0,300.0,,0.5,48.0,19.0
0.5244500000000001,ok,40.0,320.0,250.0,,log2,46.0,18.0
0.525,ok,50.0,240.0,150.0,,0.5,40.0,18.0
0.53765,ok,25.0,320.0,200.0,20.0,auto,44.0,17.0
0.5201499999999999,ok,35.0,280.0,300.0,15.0,0.5,42.0,16.0
0.5282,ok,45.0,220.0,250.0,,sqrt,46.0,19.0
0.5174,ok,40.0,260.0,300.0,20.0,0.5,36.0,20.0
0.5245,ok,55.0,340.0,250.0,15.0,0.5,34.0,18.0
1000000.0,ok,35.0,320.0,300.0,,,48.0,13.0
0.5267,ok,30.0,300.0,250.0,20.0,0.5,38.0,17.0
1000000.0,ok,15.0,360.0,300.0,20.0,0.5,40.0,16.0
0.5258499999999999,ok,45.0,280.0,200.0,30.0,0.5,42.0,14.0
0.5269,ok,25.0,240.0,300.0,15.0,log2,50.0,15.0
0.51535,ok,50.0,320.0,250.0,,0.5,44.0,18.0
0.5306500000000001,ok,40.0,220.0,200.0,20.0,auto,32.0,20.0
0.52165,ok,40.0,200.0,300.0,15.0,0.5,38.0,17.0
0.5274,ok,30.0,300.0,350.0,20.0,0.5,46.0,18.0
1000000.0,ok,20.0,340.0,300.0,,sqrt,50.0,19.0
0.52165,ok,45.0,260.0,250.0,30.0,0.5,42.0,16.0
0.5213,ok,35.0,300.0,300.0,20.0,0.5,48.0,17.0
1000000.0,ok,30.0,360.0,250.0,15.0,,34.0,15.0
0.51725,ok,50.0,360.0,350.0,20.0,0.5,44.0,19.0
0.51725,ok,45.0,240.0,300.0,,0.5,40.0,16.0
0.52425,ok,55.0,380.0,250.0,15.0,log2,44.0,13.0
0.52555,ok,35.0,340.0,350.0,20.0,0.5,36.0,14.0
0.53475,ok,60.0,280.0,300.0,30.0,auto,46.0,17.0
0.52415,ok,40.0,400.0,200.0,,0.5,38.0,20.0
0.51785,ok,45.0,340.0,350.0,20.0,0.5,40.0,18.0
0.5226999999999999,ok,50.0,320.0,300.0,15.0,0.5,42.0,20.0
0.53705,ok,40.0,280.0,250.0,20.0,sqrt,48.0,19.0
1000000.0,ok,35.0,180.0,300.0,,,50.0,15.0
0.5350999999999999,ok,50.0,200.0,250.0,15.0,0.5,32.0,17.0
0.5335000000000001,ok,55.0,260.0,150.0,20.0,0.5,42.0,16.0
0.53215,ok,30.0,380.0,350.0,,0.5,44.0,18.0
0.53215,ok,35.0,320.0,300.0,30.0,log2,48.0,10.0
0.5364,ok,40.0,300.0,200.0,20.0,0.5,46.0,5.0
0.5206999999999999,ok,45.0,400.0,250.0,15.0,0.5,36.0,18.0
0.5378000000000001,ok,20.0,220.0,300.0,20.0,auto,34.0,6.0
0.5210999999999999,ok,30.0,160.0,350.0,,0.5,38.0,19.0
0.52535,ok,45.0,360.0,250.0,15.0,sqrt,40.0,14.0
0.51595,ok,50.0,340.0,300.0,20.0,0.5,46.0,16.0
1000000.0,ok,25.0,260.0,250.0,30.0,,42.0,17.0
0.5204,ok,40.0,280.0,200.0,,0.5,48.0,19.0
0.52765,ok,60.0,320.0,350.0,20.0,0.5,40.0,15.0
0.51945,ok,25.0,300.0,300.0,15.0,0.5,44.0,20.0
0.54045,ok,55.0,380.0,350.0,20.0,log2,50.0,17.0
1000000.0,ok,15.0,260.0,250.0,,0.5,38.0,18.0
0.5242,ok,45.0,340.0,300.0,15.0,auto,36.0,13.0
1000000.0,ok,40.0,360.0,300.0,20.0,0.5,46.0,16.0
0.5198,ok,35.0,240.0,350.0,30.0,0.5,42.0,20.0
0.5347,ok,50.0,320.0,250.0,,sqrt,38.0,12.0
0.5321,ok,55.0,400.0,300.0,10.0,0.5,30.0,8.0
1000000.0,ok,35.0,380.0,200.0,20.0,,40.0,18.0
0.50545,ok,40.0,280.0,350.0,15.0,0.5,44.0,19.0
0.5218,ok,25.0,180.0,250.0,10.0,0.5,34.0,17.0
0.5271,ok,30.0,220.0,300.0,20.0,0.5,50.0,15.0
0.52685,ok,45.0,240.0,250.0,,0.5,36.0,15.0
0.5305,ok,50.0,300.0,350.0,15.0,log2,48.0,14.0
0.5383,ok,35.0,200.0,200.0,10.0,auto,42.0,19.0
0.52075,ok,30.0,280.0,400.0,15.0,0.5,50.0,1.0
0.51105,ok,40.0,260.0,400.0,15.0,0.5,46.0,20.0
1000000.0,ok,10.0,240.0,400.0,15.0,sqrt,48.0,19.0
0.51185,ok,20.0,280.0,400.0,15.0,0.5,44.0,20.0
0.51185,ok,25.0,280.0,350.0,15.0,0.5,44.0,19.0
1000000.0,ok,35.0,260.0,400.0,15.0,,46.0,20.0
0.5142500000000001,ok,40.0,220.0,450.0,15.0,0.5,50.0,20.0
0.5209,ok,30.0,260.0,500.0,15.0,0.5,48.0,20.0
0.5153,ok,40.0,240.0,400.0,15.0,0.5,50.0,20.0
1000000.0,ok,10.0,260.0,500.0,15.0,0.5,46.0,20.0
1000000.0,ok,15.0,280.0,450.0,15.0,log2,44.0,19.0
1000000.0,ok,10.0,240.0,450.0,15.0,0.5,48.0,19.0
1000000.0,ok,15.0,280.0,450.0,15.0,0.5,46.0,20.0
0.53775,ok,20.0,260.0,450.0,15.0,auto,48.0,20.0
1000000.0,ok,5.0,280.0,400.0,15.0,0.5,46.0,20.0
1000000.0,ok,5.0,260.0,400.0,15.0,0.5,44.0,19.0
0.5164,ok,20.0,220.0,400.0,15.0,0.5,46.0,19.0
1000000.0,ok,10.0,280.0,450.0,15.0,0.5,50.0,20.0
0.5147999999999999,ok,15.0,240.0,400.0,15.0,0.5,44.0,20.0
0.52315,ok,20.0,260.0,400.0,15.0,0.5,48.0,19.0
1000000.0,ok,15.0,300.0,450.0,15.0,0.5,46.0,20.0
0.51675,ok,20.0,240.0,400.0,15.0,0.5,44.0,19.0
1000000.0,ok,15.0,280.0,400.0,15.0,0.5,50.0,19.0
1000000.0,ok,5.0,300.0,450.0,15.0,0.5,48.0,20.0
1000000.0,ok,5.0,280.0,400.0,15.0,0.5,44.0,19.0
1000000.0,ok,10.0,260.0,500.0,15.0,0.5,4.0,18.0
0.51795,ok,25.0,220.0,400.0,15.0,0.5,46.0,20.0
0.5151999999999999,ok,20.0,240.0,400.0,15.0,0.5,46.0,18.0
0.5199,ok,20.0,300.0,450.0,15.0,0.5,50.0,20.0
1000000.0,ok,15.0,260.0,400.0,15.0,0.5,42.0,19.0
1000000.0,ok,10.0,280.0,400.0,15.0,0.5,48.0,18.0
0.5135,ok,25.0,260.0,450.0,15.0,0.5,44.0,19.0
0.5133,ok,25.0,240.0,400.0,15.0,0.5,46.0,18.0
0.5195000000000001,ok,20.0,300.0,400.0,15.0,0.5,48.0,19.0
0.5118,ok,25.0,220.0,450.0,15.0,0.5,42.0,20.0
1000000.0,ok,10.0,200.0,400.0,15.0,0.5,44.0,20.0
0.5233,ok,20.0,280.0,500.0,15.0,0.5,50.0,18.0
1000000.0,ok,15.0,300.0,400.0,15.0,0.5,46.0,18.0
0.5121500000000001,ok,25.0,260.0,450.0,15.0,0.5,42.0,19.0
1000000.0,ok,10.0,280.0,400.0,15.0,0.5,44.0,20.0
0.5164500000000001,ok,15.0,200.0,450.0,15.0,0.5,42.0,20.0
0.5144500000000001,ok,20.0,220.0,450.0,15.0,0.5,42.0,20.0
0.54255,ok,25.0,220.0,450.0,15.0,sqrt,40.0,20.0
1000000.0,ok,5.0,220.0,500.0,15.0,0.5,42.0,20.0
0.5182,ok,15.0,240.0,450.0,15.0,0.5,44.0,19.0
1000000.0,ok,20.0,200.0,500.0,15.0,,40.0,20.0
0.5219,ok,20.0,240.0,500.0,15.0,0.5,42.0,19.0
1000000.0,ok,10.0,260.0,500.0,15.0,0.5,44.0,20.0
0.5119,ok,25.0,240.0,450.0,15.0,0.5,48.0,19.0
0.5314,ok,15.0,220.0,450.0,15.0,log2,46.0,20.0
0.5218,ok,25.0,200.0,500.0,15.0,0.5,42.0,19.0
0.5320499999999999,ok,15.0,180.0,450.0,15.0,auto,44.0,20.0
0.51505,ok,25.0,260.0,500.0,15.0,0.5,40.0,19.0
0.5136000000000001,ok,20.0,280.0,450.0,15.0,0.5,42.0,20.0
1000000.0,ok,5.0,220.0,400.0,15.0,0.5,48.0,18.0
0.54815,ok,30.0,240.0,450.0,15.0,sqrt,44.0,19.0
1000000.0,ok,100.0,280.0,400.0,15.0,,46.0,20.0
0.5117499999999999,ok,25.0,260.0,450.0,15.0,0.5,42.0,19.0
0.5117499999999999,ok,20.0,180.0,400.0,15.0,0.5,50.0,18.0
0.52085,ok,30.0,240.0,500.0,15.0,0.5,40.0,20.0
1000000.0,ok,15.0,300.0,500.0,15.0,0.5,48.0,19.0
0.5394000000000001,ok,30.0,260.0,450.0,15.0,log2,44.0,3.0
0.522,ok,25.0,200.0,400.0,15.0,0.5,46.0,20.0
1000000.0,ok,10.0,180.0,500.0,15.0,auto,50.0,18.0
0.5196,ok,20.0,180.0,500.0,15.0,0.5,50.0,18.0
0.52395,ok,30.0,160.0,450.0,15.0,0.5,48.0,18.0
0.5393,ok,10.0,140.0,500.0,15.0,sqrt,50.0,18.0
0.5247499999999999,ok,25.0,200.0,450.0,15.0,0.5,50.0,17.0
1000000.0,ok,5.0,220.0,500.0,15.0,,48.0,18.0
0.5236000000000001,ok,30.0,160.0,450.0,15.0,0.5,50.0,17.0
0.5184,ok,15.0,180.0,450.0,15.0,0.5,46.0,19.0
0.51515,ok,20.0,220.0,450.0,15.0,0.5,42.0,18.0
0.52225,ok,20.0,160.0,500.0,15.0,0.5,8.0,18.0
0.5378499999999999,ok,25.0,140.0,500.0,15.0,log2,38.0,19.0
0.5246,ok,30.0,200.0,450.0,15.0,0.5,48.0,17.0
0.5406500000000001,ok,25.0,220.0,450.0,15.0,auto,40.0,19.0
0.5217,ok,15.0,180.0,500.0,15.0,0.5,46.0,18.0
0.5333,ok,30.0,240.0,450.0,15.0,0.5,42.0,7.0
0.5422,ok,35.0,240.0,450.0,15.0,sqrt,50.0,17.0
0.5193,ok,25.0,220.0,400.0,15.0,0.5,48.0,18.0
0.5194,ok,20.0,120.0,500.0,15.0,0.5,38.0,19.0
1000000.0,ok,30.0,260.0,450.0,15.0,,42.0,20.0
0.5192,ok,25.0,200.0,400.0,15.0,0.5,46.0,19.0
0.5204,ok,35.0,260.0,400.0,15.0,0.5,50.0,17.0
0.5183500000000001,ok,15.0,240.0,450.0,15.0,0.5,40.0,18.0
0.53145,ok,20.0,240.0,450.0,15.0,log2,46.0,20.0
1000000.0,ok,5.0,200.0,500.0,15.0,0.5,48.0,19.0
0.54095,ok,10.0,120.0,400.0,15.0,auto,44.0,18.0
0.5268999999999999,ok,30.0,220.0,500.0,15.0,0.5,42.0,17.0
0.5118,ok,35.0,160.0,400.0,15.0,0.5,44.0,20.0
0.5428,ok,30.0,260.0,450.0,15.0,sqrt,40.0,19.0
0.5165500000000001,ok,25.0,180.0,450.0,15.0,0.5,50.0,17.0
0.5245,ok,35.0,240.0,400.0,15.0,0.5,48.0,18.0
1000000.0,ok,30.0,260.0,400.0,15.0,,46.0,20.0
0.5191,ok,15.0,220.0,500.0,15.0,0.5,40.0,19.0
0.5191,ok,20.0,200.0,450.0,15.0,0.5,38.0,18.0
1000000.0,ok,10.0,240.0,400.0,15.0,0.5,10.0,19.0
0.5170999999999999,ok,30.0,260.0,450.0,15.0,log2,46.0,9.0
0.5170999999999999,ok,25.0,220.0,400.0,15.0,0.5,42.0,20.0
0.5325500000000001,ok,35.0,140.0,400.0,15.0,0.5,48.0,5.0
0.5436,ok,35.0,160.0,400.0,15.0,auto,44.0,17.0
0.5218499999999999,ok,40.0,160.0,400.0,15.0,0.5,44.0,19.0
1000000.0,ok,15.0,300.0,500.0,15.0,sqrt,50.0,18.0
0.51395,ok,25.0,280.0,450.0,15.0,0.5,38.0,20.0
